id	higherClassification	bed	catalogNumber	modified	formation	genus	occurrenceRemarks	coordinatePrecision	sex	dateIdentified	taxonRank	maximumDepthInMeters	otherCatalogNumbers	subgenus	county	typeStatus	locality	stateProvince	recordNumber	identifiedBy	collectionCode	continent	lifeStage	preparations	phylum	kingdom	decimalLatitude	scientificNameAuthorship	decimalLongitude	group	type	family	maximumElevationInMeters	recordedBy	countryCode	country	references	waterBody	informationWithheld	minimumElevationInMeters	class	order	individualCount	language	nomenclaturalStatus	identificationRemarks	verbatimEventDate	fieldNotes	institutionCode	eventDate	member	basisOfRecord	scientificName	minimumDepthInMeters
ark:87286/B2/6aea2d7c-7471-4d2e-a6a1-82ad3afd5220	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Physocarpus opulifolius Physocarpus		000007542	2010-03-22 15:03:31.0		Physocarpus					Species				Jackson			Florida	79870		FSU	North America			Magnoliophyta	Plantae		(L.) Maxim.			PreservedSpecimen	Rosaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/516866				Magnoliopsida	Rosales		en	accepted				Florida State University	1982-06-13		PreservedSpecimen	Physocarpus opulifolius	
ark:87286/B2/2d4ace74-2b92-40b1-95d7-5037f34b88e1	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005986	2010-03-22 15:03:34.0		Quercus					Species				Okaloosa			Florida	14688		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/516869				Magnoliopsida	Fagales		en	accepted				Florida State University	1994-03-24		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/8834ac26-858d-4312-b72d-22bbb4bd690a	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005987	2010-03-22 15:03:37.0		Quercus					Species				Walton			Florida	288		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		David M Hunt	US	UNITED STATES	http://www.morphbank.net/516872				Magnoliopsida	Fagales		en	accepted				Florida State University	1984-03-25		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/25881b20-be96-4d9b-8317-ee4219b5a417	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005988	2010-03-22 15:03:39.0		Quercus					Species				Okaloosa			Florida	8026		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Ann F. Johnson, Debbie White	US	UNITED STATES	http://www.morphbank.net/516875				Magnoliopsida	Fagales		en	accepted				Florida State University	1987-12-16		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/e0b108d6-4225-481e-b29f-1a206984335f	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005989	2010-03-22 15:03:42.0		Quercus					Species				Okaloosa			Florida	8033		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Ann F. Johnson, Amelie Blyth	US	UNITED STATES	http://www.morphbank.net/516878				Magnoliopsida	Fagales		en	accepted				Florida State University	1987-12-18		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/fc5e42a6-7ca4-48b8-8d06-55ed1e98b97e	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005990	2010-03-22 15:03:45.0		Quercus					Species				Okaloosa			Florida	8033a		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Ann F. Johnson, Amelie Blyth	US	UNITED STATES	http://www.morphbank.net/516881				Magnoliopsida	Fagales		en	accepted				Florida State University	1987-12-15		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/9789040e-5c93-4784-b771-32a91896be1d	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005991	2010-03-22 15:03:47.0		Quercus					Species				Okaloosa			Florida	9078		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		D. B. Ward, Susanne Cooper	US	UNITED STATES	http://www.morphbank.net/516884				Magnoliopsida	Fagales		en	accepted				Florida State University	1977-04-14		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/a80245b8-41e0-4957-8695-3d9462d8af2f	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005992	2010-03-22 15:03:50.0		Quercus					Species				Walton			Florida	81678		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516887				Magnoliopsida	Fagales		en	accepted				Florida State University	1984-10-11		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/7792a797-a7c3-4130-b90f-8176fcd18066	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005993	2010-03-22 15:03:52.0		Quercus					Species				Walton			Florida	83099		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516890				Magnoliopsida	Fagales		en	accepted				Florida State University	1989-04-17		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/93643ae1-3378-42f8-b86d-5491cc4718f6	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005994	2010-03-22 15:03:55.0		Quercus					Species				Okaloosa			Florida	s.n.		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		H. Kurz	US	UNITED STATES	http://www.morphbank.net/516893				Magnoliopsida	Fagales		en	accepted				Florida State University	1949-09-20		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/aa005258-71a0-4da3-9477-cb1c2d40be36	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005995	2010-03-22 15:03:58.0		Quercus					Species				Okaloosa			Florida			FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Andre F. Clewell	US	UNITED STATES	http://www.morphbank.net/516896				Magnoliopsida	Fagales		en	accepted				Florida State University	1975-11-05		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/1dddc9eb-80f9-48e9-9260-0d60d91822f9	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005996	2010-03-22 15:04:00.0		Quercus					Species				Okaloosa			Florida	62696		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/516899				Magnoliopsida	Fagales		en	accepted				Florida State University	1963-04-07		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/18437b36-1985-4988-a298-25571ebb09e3	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005997	2010-03-22 15:04:03.0		Quercus					Species				Okaloosa			Florida	s.n.		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		H. Kurz	US	UNITED STATES	http://www.morphbank.net/516902				Magnoliopsida	Fagales		en	accepted				Florida State University	1949-09-20		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/e11e2e6f-730a-4eb0-a72a-385a822810c3	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005998	2010-03-22 15:04:05.0		Quercus					Species				Okaloosa			Florida	80014		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516905				Magnoliopsida	Fagales		en	accepted				Florida State University	1982-09-18		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/a4b63b22-9fe2-4943-9a1a-b0dc4243095e	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000005999	2010-03-22 15:04:08.0		Quercus					Species				Okaloosa			Florida	80014		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516908				Magnoliopsida	Fagales		en	accepted				Florida State University	1982-09-18		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/1e29b21c-ac3c-49a0-8a10-2cf9716bf0f6	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006000	2010-03-22 15:04:10.0		Quercus					Species				Okaloosa			Florida	80014		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516911				Magnoliopsida	Fagales		en	accepted				Florida State University	1982-09-18		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/e38081c2-d56f-4b89-9025-ebe9b1e09950	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006001	2010-03-22 15:04:13.0		Quercus					Species				Okaloosa			Florida	24149		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Sidney McDaniel, Randy Haynes	US	UNITED STATES	http://www.morphbank.net/516914				Magnoliopsida	Fagales		en	accepted				Florida State University	1980-07-14		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/3947ad54-5b6d-4f3c-b3d7-d350b0d6c962	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006002	2010-03-22 15:04:15.0		Quercus					Species				Walton			Florida	81678		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516917				Magnoliopsida	Fagales		en	accepted				Florida State University	1984-10-11		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/deb28fb0-1256-4b5d-8a58-cfb26f371fb7	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006003	2010-03-22 15:04:18.0		Quercus					Species				Walton			Florida	81678		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516920				Magnoliopsida	Fagales		en	accepted				Florida State University	1984-10-11		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/9e8c01ad-640f-41ea-a977-e0a00fd17ae3	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006004	2010-03-22 15:04:20.0		Quercus					Species				Walton			Florida	11341		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		A. Gholson Jr., Wilson Baker	US	UNITED STATES	http://www.morphbank.net/516923				Magnoliopsida	Fagales		en	accepted				Florida State University	1985-05-04		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/2d42b403-8525-4a5d-a61e-ed86e9a70600	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006005	2010-03-22 15:04:23.0		Quercus					Species				Okaloosa			Florida	s.n.		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		H. Kurz	US	UNITED STATES	http://www.morphbank.net/516926				Magnoliopsida	Fagales		en	accepted				Florida State University	1949-08-31		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/404634ce-ae85-44b6-b610-14d395caa3a8	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006006	2010-03-22 15:04:26.0		Quercus					Species				Okaloosa			Florida	s.n.		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		H. Kurz	US	UNITED STATES	http://www.morphbank.net/516929				Magnoliopsida	Fagales		en	accepted				Florida State University	1949-08-31		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/3409fa86-cb25-492e-af07-7816cbc66109	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006007	2010-03-22 15:04:28.0		Quercus					Species				Walton			Florida	7135		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Sidney McDaniel	US	UNITED STATES	http://www.morphbank.net/516932				Magnoliopsida	Fagales		en	accepted				Florida State University	1965-10-26		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/1773fffd-8a09-4b34-a88b-13ad07041dbb	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006008	2010-03-22 15:04:31.0		Quercus					Species				Walton			Florida	13738		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/516935				Magnoliopsida	Fagales		en	accepted				Florida State University	1992-07-23		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/9d0e00f7-467f-4067-960d-298009a70287	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006009	2010-03-22 15:04:33.0		Quercus					Species				Okaloosa			Florida	80014		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516938				Magnoliopsida	Fagales		en	accepted				Florida State University	1982-09-18		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/12abdfe1-65d1-462b-93f7-1c86529b7b9a	Plantae Magnoliopsida Magnoliophyta Fagaceae Fagales Hamamelidae Tracheobionta Quercus arkansana Quercus		000006010	2010-03-22 15:04:36.0		Quercus					Species				Okaloosa			Florida	80014		FSU	North America			Magnoliophyta	Plantae		Sarg.			PreservedSpecimen	Fagaceae		Robert K. Godfrey, Angus Gholson	US	UNITED STATES	http://www.morphbank.net/516941				Magnoliopsida	Fagales		en	accepted				Florida State University	1982-09-18		PreservedSpecimen	Quercus arkansana	
ark:87286/B2/8d2fe01d-0417-402d-a392-53606e3e54bc	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007940	2010-03-22 15:04:41.0		Agrimonia					Species				Citrus			Florida	8000		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		S. W. Leonard	US	UNITED STATES	http://www.morphbank.net/516947				Magnoliopsida	Rosales		en	accepted				Florida State University	1983-01-25		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/52b68677-72aa-4413-bcf6-2731befebdd9	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007941	2010-03-22 15:04:44.0		Agrimonia					Species				Wakulla			Florida	1586		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		Robert Kral	US	UNITED STATES	http://www.morphbank.net/516950				Magnoliopsida	Rosales		en	accepted				Florida State University	1955-09-16		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/1b697438-6939-468a-b719-03d3491a99d8	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007942	2010-03-22 15:04:46.0		Agrimonia					Species				Hernando			Florida	7969		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		S. W. Leonard	US	UNITED STATES	http://www.morphbank.net/516953				Magnoliopsida	Rosales		en	accepted				Florida State University	1983-01-04		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/0509a513-752a-49fe-af0c-c538bc5c4807	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007943	2010-03-22 15:04:49.0		Agrimonia					Species				Liberty			Florida	82946		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/516956				Magnoliopsida	Rosales		en	accepted				Florida State University	1988-10-26		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/e6b4a933-0057-4bd0-b693-36204905a5d0	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007944	2010-03-22 15:04:51.0		Agrimonia					Species				Escambia			Florida	11270		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		James R. Burkhalter	US	UNITED STATES	http://www.morphbank.net/516959				Magnoliopsida	Rosales		en	accepted				Florida State University	1988-10-16		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/c20ec631-23c4-49f3-812e-2821026e51b0	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007945	2010-03-22 15:04:54.0		Agrimonia					Species				Jackson			Florida	18075		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		Steve L. Orzell, Edwin L. Bridges	US	UNITED STATES	http://www.morphbank.net/516962				Magnoliopsida	Rosales		en	accepted				Florida State University	1991-08-25		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/920d7208-5747-436a-8ed2-305b17c9f200	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007946	2010-03-22 15:04:57.0		Agrimonia					Species				Wakulla			Florida	13520		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/516965				Magnoliopsida	Rosales		en	accepted				Florida State University	1991-10-10		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/cb6b0d5d-6eea-4b2e-8833-8a70200f29f1	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007947	2010-03-22 15:04:59.0		Agrimonia					Species				Jackson			Florida	12009		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		A. Gholson Jr., Wilson Baker	US	UNITED STATES	http://www.morphbank.net/516968				Magnoliopsida	Rosales		en	accepted				Florida State University	1988-07-29		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/fe51cf24-63d7-43c4-8773-5ed87094b029	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007948	2010-03-22 15:05:02.0		Agrimonia					Species				Madison			Florida	53990		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		Robert K. Godfrey, Robert Kral, J. P. Gillespie	US	UNITED STATES	http://www.morphbank.net/516971				Magnoliopsida	Rosales		en	accepted				Florida State University	1955-10-01		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/dd20fed0-4c16-4898-b090-9d9dfe55bba9	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia incisa Agrimonia		000007949	2010-03-22 15:05:05.0		Agrimonia					Species				Wakulla			Florida	82257		FSU	North America			Magnoliophyta	Plantae		Torr. & Gray			PreservedSpecimen	Rosaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/516974				Magnoliopsida	Rosales		en	accepted				Florida State University	1986-11-07		PreservedSpecimen	Agrimonia incisa	
ark:87286/B2/40bea5d8-1815-4cb1-aa06-fb8372892953	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia microcarpa Agrimonia		000007961	2010-03-22 15:10:16.0		Agrimonia					Species				Gadsden		woods, bluff along the Apalachicola River, at Aspalaga.	Florida	54975		FSU	North America			Magnoliophyta	Plantae		Wallr.			PreservedSpecimen	Rosaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/516977				Magnoliopsida	Rosales		en	accepted				Florida State University	1956-07-24		PreservedSpecimen	Agrimonia microcarpa	
ark:87286/B2/15d7dbfa-7deb-4a62-b203-77c346088006	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia microcarpa Agrimonia		000007960	2010-03-22 15:10:18.0		Agrimonia					Species				Gadsden		sandy-loam of Apalachicola River bluffs at Chattahoochee.	Florida	3547		FSU	North America			Magnoliophyta	Plantae		Wallr.			PreservedSpecimen	Rosaceae		Robert Kral, Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/516980				Magnoliopsida	Rosales		en	accepted				Florida State University	1956-09-12		PreservedSpecimen	Agrimonia microcarpa	
ark:87286/B2/167537a2-2999-4fd6-942b-04fc5cc42619	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia microcarpa Agrimonia		000007959	2010-03-22 15:10:20.0		Agrimonia	S12-13, T9S, R18E.				Species				Alachua		old roadway through moist hammock, Planera Hammock, San Felasco Hammock, ca. 10 mi n.w. of Gainesville.	Florida	5437		FSU	North America			Magnoliophyta	Plantae		Wallr.			PreservedSpecimen	Rosaceae		D. B. Ward	US	UNITED STATES	http://www.morphbank.net/516983				Magnoliopsida	Rosales		en	accepted				Florida State University	1965-10-23		PreservedSpecimen	Agrimonia microcarpa	
ark:87286/B2/f7fdf0d1-6be3-40f2-ad5e-61c452a32f01	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia microcarpa Agrimonia		000007953	2010-03-22 15:10:22.0		Agrimonia					Species				Gadsden		woodland of shallow ravine in Chattahoochee Nature Park near the Apalachicola River in town of Chattahoochee.	Florida	11074		FSU	North America			Magnoliophyta	Plantae		Wallr.			PreservedSpecimen	Rosaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/516986				Magnoliopsida	Rosales		en	accepted				Florida State University	1987-10-28		PreservedSpecimen	Agrimonia microcarpa	
ark:87286/B2/0cf3ad65-4857-426b-a423-cc8689ece60c	Plantae Magnoliopsida Magnoliophyta Rosaceae Rosales Rosidae Tracheobionta Agrimonia microcarpa Agrimonia		000007966	2010-03-22 15:10:24.0		Agrimonia					Species				Liberty		Torreya State Park.	Florida	71924		FSU	North America			Magnoliophyta	Plantae		Wallr.			PreservedSpecimen	Rosaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/516989				Magnoliopsida	Rosales		en	accepted				Florida State University	1972-08-31		PreservedSpecimen	Agrimonia microcarpa	
ark:87286/B2/cea6ed02-b207-45d8-a0f3-f6a06106991b	Plantae Pinopsida Pinus clausa Pinus Tracheobionta Pinales Pinaceae Coniferophyta		000009386	2010-03-22 15:10:26.0		Pinus					Species				Franklin		5 miles S.w. of Ochlockonee Bay bridge by U.S. Rt. 98, not far from shore of Alligator Harbor.	Florida	81106		FSU	North America			Coniferophyta	Plantae		(Chapman ex Engelm.) Vasey ex Sarg.			PreservedSpecimen	Pinaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/516992				Pinopsida	Pinales		en	accepted				Florida State University	1984-02-14		PreservedSpecimen	Pinus clausa	
ark:87286/B2/6e304a32-2e03-4b97-a04f-4720af129884	Plantae Magnoliopsida Magnoliophyta Hamamelidaceae Hamamelidales Tracheobionta Hamamelidae Hamamelis virginiana Hamamelis		000000912	2010-03-22 15:10:28.0		Hamamelis					Species				Liberty		Torreya State Park.	Florida	112		FSU	North America			Magnoliophyta	Plantae		L.			PreservedSpecimen	Hamamelidaceae		Patricia Elliot	US	UNITED STATES	http://www.morphbank.net/516995				Magnoliopsida	Hamamelidales		en	accepted				Florida State University			PreservedSpecimen	Hamamelis virginiana	
ark:87286/B2/6ba6e3f6-5bde-451e-ae27-600c4d44c283	Plantae Magnoliopsida Magnoliophyta Hamamelidaceae Hamamelidales Tracheobionta Hamamelidae Hamamelis virginiana Hamamelis		000000913	2010-03-22 15:10:30.0		Hamamelis					Species				Leon		collected 10 miles east of Tallahassee near Eagle Lake.	Florida	s.n.		FSU	North America			Magnoliophyta	Plantae		L.			PreservedSpecimen	Hamamelidaceae		Lovett Williams, Jr.	US	UNITED STATES	http://www.morphbank.net/516998				Magnoliopsida	Hamamelidales		en	accepted				Florida State University			PreservedSpecimen	Hamamelis virginiana	
ark:87286/B2/76650bb7-69e8-4ece-9a82-e12077635810	Plantae Magnoliopsida Magnoliophyta Apocynaceae Gentianales Tracheobionta Asteridae Allamanda cathartica Allamanda		000000914	2010-03-22 15:10:31.0		Allamanda					Species				Palm Beach		in front of house at 8234 Westhampton Drive in West Palm Beach.	Florida	9816		FSU	North America			Magnoliophyta	Plantae		L.			PreservedSpecimen	Apocynaceae		Tiffany Breauchy	US	UNITED STATES	http://www.morphbank.net/517001				Magnoliopsida	Gentianales		en	accepted				Florida State University	1998-09-04		PreservedSpecimen	Allamanda cathartica	
