coreid,identifier,catalogNumber,accessURI
9deaff17-01ce-4197-9c2d-63f04b59cee6,006c8df8-1e8a-40bc-8230-cd0106a8041e,89264,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089264.jpg
2b296f07-9527-4f75-b851-6ee15bca59fc,7282f3aa-ca1e-4963-ac03-348283c6f361,89265,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089265.jpg
c42004ce-6475-402c-b81f-9c71e7ebc31d,717cee1b-83b7-47da-b730-e6b9c1fd8142,89266,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089266.jpg
736978ad-1adc-49e1-8484-02864addbdf9,468fcece-8045-438a-a0ea-d54d6e6593d8,89267,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089267.jpg
348bee52-08a5-4aa8-9636-d85c4515f136,049c90ae-7d1e-41d9-ab78-37847c320931,89268,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089268.jpg
e62584c9-da90-49d1-9949-e42264aa7138,9292af9e-d26c-476e-8d60-23caabb472e4,89269,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089269.jpg
f6c82907-afda-493f-91f5-48f85a0ff067,dad13908-3081-48f9-89d1-6753c96bbde9,89270,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089270.jpg
2767f875-1f64-43a2-bad0-1c3624944e0c,aea266b4-1804-4c97-848c-81cac119fcb9,89271,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089271.jpg
90e11cab-3614-4894-bb6f-5d4c0dc5be0e,d0582086-516e-4ec0-977c-87fe07fa98c5,89272,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089272.jpg
aa62fba6-f980-4a98-9b20-a7c25dc7b914,9a587a4e-12de-40ce-8dcf-0233787160ff,89273,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089273.jpg
24f1994b-e4c0-4534-a7ca-a0957e34d7e2,94c7bb51-236b-436e-be95-89ee49e56938,89274,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089274.jpg
bb968cd7-d29b-4179-87d0-532826242916,082459c6-e38e-4d88-a799-647fa2bab7a0,89275,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089275.jpg
4e2d141c-3cae-4913-bf4b-0d9b3164d60c,41e52217-71b1-42cc-9c6e-84f6fd13197d,89276,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089276.jpg
e1e9db02-e45a-4ad1-8087-559de5b85e23,0bf89bee-1287-4317-9147-bd3b58e0fea1,89277,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089277.jpg
acfe0fda-bb06-4609-9df5-526a9faf19ef,fed37cb9-9106-4c25-9187-4fd7a872c699,89278,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089278.jpg
6f4c0c36-39e2-4b7c-b4a9-0f243aaef4be,04353bf1-713c-44cb-9806-e292e1a74266,89279,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089279.jpg
7c7b5286-0639-459d-83a3-fbbd777be86c,f4fe4cd0-c09a-480d-ab65-c12d22c4dba0,89280,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089280.jpg
7a4a6eb1-1ba7-42ad-8b48-e566bfdd79f8,9475efb2-42b0-4674-bec8-d6a5ecae64d4,89281,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089281.jpg
384568c3-4e73-46f7-baa7-8d44142add5a,af6fea8a-3098-4a35-90b7-fef51a7ff21f,89282,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089282.jpg
b0c2d4eb-e9bc-4c4d-8a78-ecb572289ab5,ba96bac7-bed8-4688-bda4-c6d71bd7d41d,89283,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089283.jpg
44aa701e-50a3-4906-9508-c60042897efe,f63c63c5-a5f4-44d8-a8db-1273a10bb24b,89284,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089284.jpg
b8bc2e7a-9e0b-4a1e-b538-8405d2c23cc7,8aab2039-3987-4a8d-9da3-17d8694c8174,89285,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089285.jpg
dd0fdd00-f9cb-4b93-a9d4-eb91b7e7e6b8,64b76fdd-a039-454e-ab83-5f73e749694e,89286,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089286.jpg
2c2629b3-61ff-43ba-93d7-c3d587a054d9,c2512331-2b2b-42ca-ad6c-7b890e84ba47,89287,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089287.jpg
5f71e1f2-6fe6-430c-b384-1576954636a2,b7badd90-a372-42a4-aa0c-74d5dc8459f2,89288,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089288.jpg
7aeec2ea-a9ce-4011-abca-d062568d370d,4b0622a0-6bd9-4dac-b2d7-bc43953c452d,89289,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089289.jpg
4d7e72fc-1fd1-4731-b6b6-41e83807d222,2b3ce043-fe7e-48b0-86a4-99a2f24027f8,89290,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089290.jpg
a4003c50-2616-4425-b226-72a09cdf0eb4,4d78c6df-c512-4485-ac7c-0bd143c866e4,89291,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089291.jpg
cb5e0efa-78c3-49c6-9dc7-e2b54f31216c,aff1e749-1c4d-4c85-8d5b-882f2e960df4,89292,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089292.jpg
ff6c78ee-7a29-4346-8c5f-74a839bde56c,afa4635a-90be-4c13-8c23-35a8122861b2,89293,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089293.jpg
4a535328-2487-44e7-b7a5-6d58e4b142cf,1dcc456b-eeea-451e-95f9-33ba25821df9,89294,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089294.jpg
e623d497-20ac-4004-8dad-3e334f164851,51f6542f-9aff-4ecb-8d8f-2040bf42692b,89295,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089295.jpg
e6f96a9e-3be3-452d-80b0-6a0d5f82cad8,42446145-4a46-47db-bbff-be173cdd381f,89296,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089296.jpg
5832233c-ec16-4575-ab5c-a3b1e17cb835,592656b1-e94b-421e-a1ac-5fccc1d6b597,89297,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089297.jpg
4ee0c5a3-4e4a-4afa-8510-aa573e8b99d6,428929ef-029a-4dd4-9746-3f1e7af1667d,89298,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089298.jpg
210933fa-a975-4924-b66d-595a9a1e2e33,5ebca3cc-5db1-442f-aa81-a0e2c6223cc1,89299,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089299.jpg
48c51a2d-d92d-4dcd-bd0e-c5a030d70889,dfbcfbf8-6f63-4ab8-96f0-63f580d98ce8,89300,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089300.jpg
f9cbd944-6421-4a48-a10c-21beefe8c2b4,23878ae7-0c48-4c7c-a2de-6d09e0c4f878,89301,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089301.jpg
d08bdd34-d770-436d-97bf-0b45b905f1dc,1a94be59-38b9-46b2-89fb-4ecbc664ef62,89302,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089302.jpg
71bbe70c-0015-47c1-9e25-4645cf69b34d,d8fc6e40-c03d-4736-b1e3-418a0789ce63,89303,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089303.jpg
e1a93952-c6b5-48e5-aed6-36d38e333f09,21f2e968-0582-4145-b885-7de32119983a,89304,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089304.jpg
0b5bc57c-9d91-47cd-b243-c316117029a4,9d0d4562-83ae-4cef-a512-9263572bf48e,89305,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089305.jpg
28d7399a-04d2-4f44-8ff1-11bbae7b7e1b,5623b6ec-1a96-4ab2-b494-e0a7f354d966,89331,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089331.jpg
14039f1e-e9c4-4527-996d-d94661f34b13,5f7ef166-359e-4d81-918e-e9ffb85679d1,89332,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089332.jpg
abacd6a4-20f1-429e-8edf-08698f8394b0,ba17e768-8034-4587-a8e6-2b8193b0adf3,89333,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089333.jpg
e83c4f4b-953e-46e2-940b-86121fb77423,abcbc5e7-3e32-4192-ab14-67c3b15bd467,89334,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089334.jpg
b0004576-6c9e-45b0-ae30-b0d8a8a3e439,6418ecdd-b8d8-48d1-ae01-33a8c1613302,89335,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089335.jpg
e0445522-9a5e-4d63-a9d9-8fa3f5ee5230,f861fa3f-d73f-43b3-b5b1-b4c49276460e,89336,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089336.jpg
981d7b79-c08d-4a61-8cae-76ca8a4d6739,e8da3b70-4d60-4354-aaf1-48058c30cb45,89337,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089337.jpg
515d8a3b-a280-42a4-951d-efdda82b51f7,6332d1a2-8bdf-4841-8427-0345950a43cc,89338,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089338.jpg
306dcb2f-5a86-40dc-8c8a-2b8be2f2f935,f2e07c51-5a0b-42d7-9051-e05dc3574ca0,89339,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089339.jpg
da6042a7-4aed-4ca6-accc-a8ca4805a2d6,982ec00b-53cb-4349-bee8-30ddf062eee1,89340,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089340.jpg
40b05581-21d2-4e47-ba8d-7039287a7e5f,d884ec31-79f5-4aa8-b165-1f2c0db51e98,89341,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089341.jpg
b59704d5-d962-4673-af25-1fb6102d2f14,7857982e-ef91-43af-b7a7-aea96d5fff99,89342,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089342.jpg
b0acaa91-5034-4563-a798-1cbd950b5463,225525c1-a1d2-4e1b-800a-958a93d48cc4,89343,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089343.jpg
0b3a0e62-7466-460f-a8e2-d0b0ec663489,40e53f95-1978-47b0-8343-08b1ab61954c,89344,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089344.jpg
27a69f57-9bf8-4256-aced-beece7cae831,541672e2-70bc-473d-98a4-a237109dddd4,89345,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089345.jpg
69598763-f080-4cfd-8d9c-42a6afa3d031,1f024ca0-9a93-4a2a-8676-dcce3f912e42,89357,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089357.jpg
2e6fb615-59a9-452c-bc51-caf9640c522d,bbc583e8-d036-40e1-b891-2515629da66c,89358,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089358.jpg
37478471-85c6-4eaa-b662-030246bb096d,5a2d6bb6-2a6b-4882-8c69-2086a6cb6a07,89359,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089359.jpg
906dc886-d703-4d69-9385-3545606f820b,d2bc5c7b-3978-4432-8354-26e4aea5eca0,89360,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089360.jpg
e37b869f-6a49-47fd-b9ea-bdf6d42ac112,e5579f74-090e-4da2-8db5-6a978a8e8773,89361,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089361.jpg
8e3ec428-0a55-4100-8eb5-cd772f52f47d,8aaff27c-7d67-4a5c-9b6a-fa24ecf984aa,89362,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089362.jpg
60224046-ca00-4b05-a2b4-58352eea7bcd,6fc15cb9-90f1-453e-8a76-f0a9ee7fd88d,89363,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089363.jpg
d3336865-d066-493d-be90-44dc4ef904cb,a4bc5383-acea-4dab-a46d-56d36bb5b56d,89364,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089364.jpg
08d6d987-0775-4dc1-a569-3e5390f8f62d,e7e034f8-5fcb-411d-a290-45c76205f0ad,89365,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089365.jpg
ea71fa9a-9266-4f58-a5d8-727d23e4a8cb,6035a9bf-a44a-4179-9551-f9c510219136,89366,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089366.jpg
1b79412f-84af-4c1f-96cb-72bc33b7e762,d5b2a377-41cf-49f5-bfd4-a6d036a6e226,89367,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089367.jpg
25f55b80-2d68-4c62-b86e-b47887adf2f5,5fb83542-369c-45e9-a9da-5b0a08fde1d4,89368,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089368.jpg
23eb3577-0ecc-4ba2-983f-41d094a38dd9,62d9f201-feac-4a5d-82f6-b269f99bc74e,89369,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089369.jpg
315fd699-e219-401f-b461-61966a7a8112,2af22fb2-9f79-4b99-8c9a-29e3b6e98c64,89370,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089370.jpg
1c331e6f-e701-4cad-9b67-a2e843348123,ef7bb6b2-eb27-44b3-8ffd-3b79aeb8da3e,89419,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089419.jpg
4df1d823-12b1-4a12-af3b-c80afe13be02,4c0e735c-e547-42c8-a26d-0f49523c2cba,89420,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089420.jpg
f6b1b8d2-4fc5-43c2-99cb-cfc4a37179c7,11ea9832-766d-4710-b611-70c1a0f3bf15,89421,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089421.jpg
b603a54a-e3b3-47a6-adaa-4b77067bc799,09984a19-ca68-478d-8983-2d42294f1ae3,89422,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089422.jpg
5061264b-f2cc-4292-934a-c8654bb5ef28,c1b51fc3-b810-40ac-a6cd-4231bb465e5a,89423,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089423.jpg
fc900f2c-5d9d-4bfc-8062-9fe4068ff4d0,b1790481-f4bc-4814-931d-8f33f7bcb5a1,89424,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089424.jpg
2201e950-11d5-44b7-912b-8344d12d024b,dce4cf13-d793-4e38-9af6-dd714813167b,89425,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089425.jpg
79aa2700-d836-400b-8204-6dd35e1c7d3d,5c95e26c-0559-476c-80fc-1a43f84943be,89426,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089426.jpg
59edec0b-19a5-4152-a69d-e983723efa66,d68d91bc-15e2-4dff-953a-1b95bf57fa66,89427,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089427.jpg
82c153c3-7768-45c0-873f-b0930c39c4c1,891fee3f-f900-48f5-8695-d21c3d4b6271,89428,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089428.jpg
23d408fa-fbea-475e-8ab8-b3803c1fbb4c,9644a70b-8004-4d8f-b89a-8b73997b0d7a,89429,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089429.jpg
945f7fd8-9b16-4cc5-a3c7-6378731a8a4a,46c051d3-3598-45ca-ab3a-072e9d5c3fe4,89430,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089430.jpg
6aa2c9b4-a8c5-45ac-af7d-8c56a69c7b0b,1a6b6efa-9bcc-4f4a-9c17-760d21487602,89431,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089431.jpg
39295560-4978-4fb5-a002-8f5b43a5a534,1e35590f-c4ca-4c4e-b0fb-389843fd9c22,89432,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089432.jpg
9d37238d-30fb-4e08-b253-7f8f394f1d4f,8c3ded86-023e-4e7f-b04c-14309b192ce3,89433,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089433.jpg
ff8e5847-da65-40c5-8171-b1a94f602086,a9f70c7b-847b-4392-ab53-dec030a344db,89434,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089434.jpg
7d41b834-fe7c-47f4-85f0-2260effed98a,f946127d-1eac-46b2-beb3-fe59b982aae5,89435,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089435.jpg
58d561de-96e3-42c7-9c5f-3f89fa36a035,7dd142ae-7b57-42d1-958a-01f0d54c6c09,89436,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089436.jpg
130debee-27a8-4822-8cb4-bb6da0d67bee,d34985c9-5a6a-4239-a8c6-4201c6bc13ed,89437,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089437.jpg
6ee7e72c-65d5-46c8-bfeb-9441ad126153,224fc54c-f97f-4bc3-a8dd-0c27cc21bb2b,89438,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089438.jpg
1e9bc7d5-f6e2-469c-ba7d-fb5c64ac960b,7aa67475-f8f8-46a5-8dcd-5d02e07e475d,89439,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089439.jpg
6c616cbe-3778-4599-a9ef-e8e90d5fc91d,b7fc54b2-21c1-44e4-90c0-301cfd5d8e49,89440,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089440.jpg
8681a7e7-550b-419f-a5e1-326c704a6bec,e879cb37-8a16-4360-854e-4327e4dc3930,89441,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089441.jpg
fd1abe17-7a31-4cf1-8ef2-841667822e50,983a9bcc-0839-44ca-baba-21f016ee81f3,89442,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089442.jpg
bc29198a-9d50-4867-82db-62fb59dbfa72,4a2ea9d6-3cec-46f6-9630-c29a62a92010,89443,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089443.jpg
6245aa8e-3c14-4099-8023-7887ba78fe42,6c368bf2-08f8-4c1c-8745-7608600948f2,89444,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089444.jpg
f5fe92cb-239d-43eb-ab94-078973daf379,c6cce4d9-8526-4ea0-841a-dd6d7e191d94,89445,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089445.jpg
c27d538e-bf30-4603-9f41-9a21629599ce,c60d5345-9d48-422c-8039-9f4c6ca74c7f,89446,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089446.jpg
26b371b2-8b62-4610-be3b-e266766afe08,ac1a0fe0-0745-4d9e-9d06-7f63da8c0748,89447,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089447.jpg
270d6030-41ed-4577-a9fa-d1036fcadad8,fd90647b-daa1-4578-97d6-147f38153f33,89448,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089448.jpg
ff202664-5308-420c-861b-6ce3cf996217,1e0fd0a3-6f1a-4129-b811-6375b9a6cb24,89449,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089449.jpg
8b05b326-9914-4837-a410-c48597585986,0ef86f07-1311-489e-8ab3-8e1ff46e3afc,89450,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089450.jpg
4cd3d5be-0101-419b-b3c3-893240e24bd8,a8713122-9cfc-4952-965a-fcce3bdc6290,89451,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089451.jpg
9817047f-4217-4bda-97e1-4b2219a9b009,4cdc4a1e-11c0-49d9-b543-b4f5b792d9b1,89452,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089452.jpg
8e2a6bb8-5630-4d74-90c8-ca97229aeb79,019e0977-1ac4-4768-82b9-653ba9ca6ad8,89453,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089453.jpg
9f57a4cf-028f-4efb-8379-d1663b533348,cfb6c75e-5a1f-44cf-b1c2-2fd97efd9741,89454,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089454.jpg
81fb61eb-8ad8-4b0b-a8ce-8b60805473ed,33aa870e-f4bd-4d96-83f8-eb64f2499504,89455,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089455.jpg
b6e20f28-8499-40db-9fe6-02b8e40ce290,b098f67b-9b3e-42a0-bea3-cea3ba19bbce,89456,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089456.jpg
67a78db8-a155-4f85-af76-b6264c0badde,9250513f-2972-42b4-9490-226d0f183ccd,89457,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089457.jpg
7427dbcf-90b7-4945-abe6-72ca5b158854,b940bd70-057f-485e-9d42-09fd0a80f4b4,89458,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089458.jpg
b95289be-3a35-4321-9dfe-54f8ce182193,8e106c44-a972-4091-a71e-b4988a707b2f,89468,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089468.jpg
6ecc3199-d35e-4ecc-b76d-d18becb95885,6bad4253-fbc3-45bd-aeff-c659f080c703,89469,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089469.jpg
5827ec31-ce73-4afd-878c-eb5d17588b95,d7ef5c46-93fc-4ba5-8faf-95f34d660d3e,89483,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089483.jpg
2e3f209c-080e-4379-bb0e-08af3e8b91f1,dbb1adce-9078-4fa4-a3f8-404f43367833,89484,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089484.jpg
0fc60f01-134c-4c0b-8487-6f6656cad052,8b68cfc4-129b-4429-aedd-bb25e50332e3,89485,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089485.jpg
8951a68c-a331-49e0-a296-75f503b33a1e,2498af83-0286-453c-829d-9f0cc36d9eeb,89486,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089486.jpg
21c69893-28fa-436a-ad9b-99b2061ade10,55cbf49f-e253-4fb0-9611-49e921731d70,89487,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089487.jpg
efbb251f-24ae-43f2-88c0-94a7138bb352,17cefa9e-ffca-4a68-a7c9-168e9c437f6a,89488,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089488.jpg
d5ea976c-7639-4109-9ffe-f07d6db8fe1a,4fe1557c-f79f-4ef4-ae37-07930ee480de,89489,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089489.jpg
19eca954-1cf9-4626-b45e-ab8f8098ebfa,adfb54b9-28f4-4096-bd72-5b4ac11c04a3,89490,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089490.jpg
08784684-f898-4183-b5c3-ae1f73021d21,e6e02a5f-f95c-44dd-9171-00614bcd7fc1,89491,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089491.jpg
2c2068f0-5933-4119-b006-957203f35cc5,839d647f-598d-4a11-abae-c7095715dbd9,89492,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089492.jpg
d3b75c91-de77-4dc1-a385-d05ba67141b6,2dbef4c8-2892-4237-a82d-2493714cb9d3,89493,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089493.jpg
c35295b0-36c7-4fbb-b957-580640a951da,c88879ee-634b-4f3f-b39c-e4f3e42d670f,89494,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089494.jpg
eb55a25d-b41c-4877-8610-8bb0ca29f0b6,65f1f348-1d1c-4e01-a557-4891cba7ae5e,89495,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089495.jpg
a500b05f-909a-4c5e-8562-eb73ad5fdac9,a940f878-1699-430b-b6a4-a42e87a8878e,89496,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089496.jpg
bde5af9e-b9d8-414f-b4d6-c11ce1bec677,190d74fe-9c96-4959-af2e-c76d48bf6ed1,89497,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089497.jpg
c91b48aa-0cb7-4464-9992-293fafd8e230,d818ff28-31d1-492b-b503-d7a935a79b92,89498,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089498.jpg
549be516-97a7-4f34-9fe7-e282184116f4,0d571fb4-32c8-4533-a1db-91b1299386e1,89499,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089499.jpg
095cd032-95b2-4860-b36f-2966bfd5a3e6,91ece88c-97ca-4973-93ee-21edd9cff68f,89500,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089500.jpg
c67dd7aa-c460-47fe-8063-148a64ed9104,35e0374f-1e61-421b-895c-14308b6b14fe,89501,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089501.jpg
196a06bc-84be-4437-af03-494ab5f9b326,ad9efe23-663f-4822-8248-9d6e35198fc5,89502,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089502.jpg
d4aea55f-e209-4990-859d-d869df08f235,f7bf00e0-e038-4d07-bbf5-304436ac385e,89503,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089503.jpg
7711ba3a-1167-4046-ba70-53be3e3c3421,7a302a6d-3f63-4714-8246-a8272fa4396f,89504,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000089504.jpg
