coreid,identifier,accessURI
6795876,9d8386cd-6b14-4e6d-8023-903feca06ad8,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000091180.jpg
6699421,7b9d8700-65b9-4a1e-a9c9-bad322b9a88c,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092211.jpg
6696572,2ea2ebf1-1290-4100-88b2-20f54fc80bda,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092285.jpg
6795880,65b85e57-0fcf-4b39-a937-c14b7a8f8dd0,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000091182.jpg
6795882,45e7f13a-6730-4442-a03a-6459e7e840f6,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000091183.jpg
6696310,cb27db62-d2b5-4802-8f5c-b4cc58f6127f,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092288.jpg
6703675,c3fa910b-5f91-4cd0-a86e-53bdf16d817f,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092297.jpg
6698691,6ce6f89f-881c-4819-9aa5-f8db266e80ca,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092327.jpg
6698455,2d87698b-4e3f-4e1f-8d72-3904c252ef0c,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092307.jpg
6701920,48c86e7a-981c-4670-93f0-97ef0f91885b,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092363.jpg
6696221,8a4fff7c-7ded-4be7-b9d4-c858b80ab63e,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092367.jpg
6698820,fa785866-379a-40fc-8918-0bfa5d22a3a5,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092369.jpg
6795879,2aa56d0c-e0e8-4882-8d1b-905cae5a63d0,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000091181.jpg
6806284,39cf9920-11d0-4675-ac81-1146d864c1a4,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092390.jpg
6702011,91f94d4c-34e0-4c24-9a24-3f6f232beca4,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092419.jpg
6806286,76766aeb-19c3-4d10-8eee-a7f649ca80ab,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092616.jpg
6699419,b27bcd25-6aea-411d-b140-62d3a9299d8a,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093391.jpg
6806608,1d7cf0a1-8580-4641-9a2b-bf2ba2525f8c,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000092849.jpg
6795878,6b916329-2e2c-40d0-9102-b5967a8082ad,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000091179.jpg
6699420,59e61c91-1e0b-4296-8ee2-6984e47f018c,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093428.jpg
6704446,5dfc1fc2-c3f3-4f0b-8bfb-ddaaf95ddd33,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093536.jpg
6704055,cddafd14-b723-478e-8ff7-15ec0e9b7e8f,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093548.jpg
6701195,d20471e7-5e98-4a1d-a506-f5ae12fa9519,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093579.jpg
6687171,60441897-0c0d-4ca0-a184-a3b16be2515b,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093812.jpg
6687174,057136d7-7953-4581-a044-156802e7df91,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093816.jpg
6687172,922c01d2-ba5b-40b0-89d6-54ea55dc0d81,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093818.jpg
6687173,601dff29-52da-40c6-bc83-35a355c92f5e,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093817.jpg
6687115,66321d76-b495-4a20-beba-e6f9131c6b0e,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093820.jpg
6687164,4e44f001-a8e8-4b76-a8ce-56033847210b,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093743.jpg
6687167,d551bb9e-82de-4527-8bd0-9820d26ca485,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093821.jpg
6687170,449791d9-58fc-4d8f-a0ae-46194a5d2933,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093822.jpg
6687168,3370223c-83bd-485f-826f-a4099b56723a,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093823.jpg
