id,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
6665358,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103201,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c699001f-8a64-4f4b-9780-0ccf9c422a68,http://sernecportal.org/portal/collections/individual/index.php?occid=6665358,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103201.jpg
6665359,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103232,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:307d4a2a-ac1d-4d34-935b-d71ed09507b7,http://sernecportal.org/portal/collections/individual/index.php?occid=6665359,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103232.jpg
6665360,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103233,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:33c8bfb5-7a4f-4e4c-a65d-7970b42c40fc,http://sernecportal.org/portal/collections/individual/index.php?occid=6665360,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103233.jpg
6665362,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103234,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:65facddd-fb2f-4643-9cbc-91b02340353a,http://sernecportal.org/portal/collections/individual/index.php?occid=6665362,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103234.jpg
6665365,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103235,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5aeee345-e620-43f9-ba40-f2b1b49ad4a8,http://sernecportal.org/portal/collections/individual/index.php?occid=6665365,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103235.jpg
6665366,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103236,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:92813f02-ed5a-44fc-9fb7-6d14bafb6709,http://sernecportal.org/portal/collections/individual/index.php?occid=6665366,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103236.jpg
6665368,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103237,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4c030212-53b4-4e3a-857e-9485d8e34cb3,http://sernecportal.org/portal/collections/individual/index.php?occid=6665368,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103237.jpg
6665369,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103238,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:636a3437-6647-4090-87b2-6ea8fd88f444,http://sernecportal.org/portal/collections/individual/index.php?occid=6665369,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103238.jpg
6665370,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103239,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b604d574-a7b4-4183-8db3-46ef41a8528e,http://sernecportal.org/portal/collections/individual/index.php?occid=6665370,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103239.jpg
6665371,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103240,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0a418110-994d-431b-867b-e024e38adce7,http://sernecportal.org/portal/collections/individual/index.php?occid=6665371,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103240.jpg
6665373,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103241,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b3a0a09d-579a-4fcc-9856-29043fc4eb75,http://sernecportal.org/portal/collections/individual/index.php?occid=6665373,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103241.jpg
6665375,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103242,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Tennessee,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:128a53c2-ee73-4834-bb0e-1ac7631d7606,http://sernecportal.org/portal/collections/individual/index.php?occid=6665375,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103242.jpg
6665377,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103243,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0d237d20-64b7-4247-9764-868dc2389c5b,http://sernecportal.org/portal/collections/individual/index.php?occid=6665377,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103243.jpg
6665378,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103244,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Tennessee,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:777598e1-5b9a-4158-a854-e9cd1a6e61db,http://sernecportal.org/portal/collections/individual/index.php?occid=6665378,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103244.jpg
6665379,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103245,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5d92fa7e-9ce2-4965-81e1-0008528af072,http://sernecportal.org/portal/collections/individual/index.php?occid=6665379,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103245.jpg
6665383,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103247,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ee636fd8-d42a-46cf-a6f6-a593f17b0de4,http://sernecportal.org/portal/collections/individual/index.php?occid=6665383,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103247.jpg
6665385,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103248,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:eedb9313-13f1-4fff-86e7-6f55d6162227,http://sernecportal.org/portal/collections/individual/index.php?occid=6665385,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103248.jpg
6665389,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103249,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a65278fa-8849-46b0-bdfd-746ea1c1b538,http://sernecportal.org/portal/collections/individual/index.php?occid=6665389,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103249.jpg
6665382,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103246,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cdff5662-baba-4c0c-9d82-88f84e31715e,http://sernecportal.org/portal/collections/individual/index.php?occid=6665382,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103246.jpg
6665388,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103250,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:64825a10-ad37-4afd-b484-d8fb7014ddaf,http://sernecportal.org/portal/collections/individual/index.php?occid=6665388,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103250.jpg
6665390,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103251,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Missouri,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ec406ae1-bac5-45c9-8a92-9cf6a6ba6acc,http://sernecportal.org/portal/collections/individual/index.php?occid=6665390,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103251.jpg
6665392,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103252,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5c667b80-c0e0-41d6-971d-ed9794d5eef7,http://sernecportal.org/portal/collections/individual/index.php?occid=6665392,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103252.jpg
6665393,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103253,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:de18a283-1b11-4aa6-9f50-e60799b97a86,http://sernecportal.org/portal/collections/individual/index.php?occid=6665393,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103253.jpg
6665394,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103254,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a12b58b3-156b-46db-968c-9b78d73ad9cb,http://sernecportal.org/portal/collections/individual/index.php?occid=6665394,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103254.jpg
6665395,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103255,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b75041b1-948d-43fa-83f7-cf50ed333cc2,http://sernecportal.org/portal/collections/individual/index.php?occid=6665395,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103255.jpg
6665397,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103256,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1b8a9ffb-af6f-4e5e-ad47-8e8f6c610e70,http://sernecportal.org/portal/collections/individual/index.php?occid=6665397,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103256.jpg
6665398,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103257,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2844b3ab-8f3b-483d-b781-3c4d72c5933a,http://sernecportal.org/portal/collections/individual/index.php?occid=6665398,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103257.jpg
6665401,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103259,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dd454236-36b3-4817-86da-f7c3ebb91596,http://sernecportal.org/portal/collections/individual/index.php?occid=6665401,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103259.jpg
6665400,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103258,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8fc0d935-f2fd-4113-a48b-5b419e80c17d,http://sernecportal.org/portal/collections/individual/index.php?occid=6665400,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103258.jpg
6665505,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103260,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arkansanum",Ashe,Vaccinium,arkansanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:537cdce0-335e-4ca8-bd08-6e3cbb84332d,http://sernecportal.org/portal/collections/individual/index.php?occid=6665505,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103260.jpg
6665504,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103261,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arkansanum",Ashe,Vaccinium,arkansanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ae6bf5e3-2588-4810-a03d-6c926d1ad1de,http://sernecportal.org/portal/collections/individual/index.php?occid=6665504,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103261.jpg
6797799,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103262,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:59214b65-fd39-4de2-969f-cec2c428c4cd,http://sernecportal.org/portal/collections/individual/index.php?occid=6797799,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103262.jpg
6797800,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103263,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:acb89a9b-8797-4181-bce0-7217989f44bb,http://sernecportal.org/portal/collections/individual/index.php?occid=6797800,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103263.jpg
6797801,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103264,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:987fa78d-ecef-4cf2-9f23-c4cd6a00a3ab,http://sernecportal.org/portal/collections/individual/index.php?occid=6797801,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103264.jpg
6797802,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103265,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3c9f4a94-48b2-4d31-86f5-92df7700f22a,http://sernecportal.org/portal/collections/individual/index.php?occid=6797802,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103265.jpg
6797803,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103266,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:796405be-8a02-41c8-9209-a2c9ce854c35,http://sernecportal.org/portal/collections/individual/index.php?occid=6797803,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103266.jpg
6797804,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103267,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4bb60644-83b2-4800-a080-015a0b6a4986,http://sernecportal.org/portal/collections/individual/index.php?occid=6797804,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103267.jpg
6797805,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103268,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:94dc39be-8a86-4264-a0db-2092986358df,http://sernecportal.org/portal/collections/individual/index.php?occid=6797805,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103268.jpg
6797806,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103269,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cd95d9ce-4000-4feb-b0b9-8b9bef937f7e,http://sernecportal.org/portal/collections/individual/index.php?occid=6797806,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103269.jpg
6797778,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103270,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:097cf75f-c798-415a-a38d-87f53e0fbfda,http://sernecportal.org/portal/collections/individual/index.php?occid=6797778,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103270.jpg
6797780,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103272,,Plantae,Magnoliophyta,,Zygophyllales,Krameriaceae,"Krameria lanceolata",Torr.,Krameria,lanceolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a2f25179-e676-4c8c-b9d4-5433a6443a7c,http://sernecportal.org/portal/collections/individual/index.php?occid=6797780,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103272.jpg
