subjectId,imageName,imageURL,references,scientificName,country,stateProvince,county,#institutionCode,#collectionCode,#catalogNumber,#expeditionId,#expeditionTitle
57d1f73600cf79a10d8b5047,57d1f73600cf79a10d8b5047.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-6tmfHeBJkijextKJ9iVoQ8?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=7285113,"Aristolochia tomentosa","United States",Arkansas,Baxter,UARK,,UARK003744,47,"Herbaceous Plants of the Ouachita Mountains"
57d1f73700cf79a10d8b5049,57d1f73700cf79a10d8b5049.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-nRSKiQ967KhNW3V4eEJ2N7?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=7285119,"Aristolochia tomentosa","United States",Arkansas,Benton,UARK,,UARK003745,47,"Herbaceous Plants of the Ouachita Mountains"
57d1f73700cf79a10d8b504b,57d1f73700cf79a10d8b504b.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-WELQ85AUWUeABvybcyEduL?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=7285123,"Aristolochia tomentosa","United States",Arkansas,Benton,UARK,,UARK003746,47,"Herbaceous Plants of the Ouachita Mountains"
57d1f73700cf79a10d8b504d,57d1f73700cf79a10d8b504d.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-AhNBBK7PQdTDUD3F55GGUo?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=7285128,"Aristolochia tomentosa","United States",Arkansas,Bradley,UARK,,UARK003747,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9a00cf79a10d8b5250,57e3da9a00cf79a10d8b5250.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-nXVUS2k3gqEYQQf2tSJTAi?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6815834,"Nelumbo lutea","United States",Arkansas,Yell,APCR,,APCR000992,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5252,57e3da9b00cf79a10d8b5252.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-wEYHkW95RxidoEePa3qbfg?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6818331,"Nuphar advena","United States",Arkansas,Yell,APCR,,APCR001015,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5254,57e3da9b00cf79a10d8b5254.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-iNHkwKteiTB73eRtEbzH6W?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6818334,"Nuphar advena","United States",Arkansas,Yell,APCR,,APCR001014,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5256,57e3da9b00cf79a10d8b5256.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-Z8PGDZ5JURu6ZG8VzjUZiD?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6822490,"Cabomba caroliniana","United States",Arkansas,Saline,APCR,,APCR000986,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5258,57e3da9b00cf79a10d8b5258.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-hsLzuB3XYas5MUzue852uA?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6822513,"Brasenia schreberi","United States",Arkansas,Yell,APCR,,APCR000990,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b525a,57e3da9b00cf79a10d8b525a.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-LLUmqVgNjfZ8tFidzwcZTN?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6691956,"Oenothera rhombipetala","United States",Arkansas,Yell,STAR,,STAR028609,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b525c,57e3da9b00cf79a10d8b525c.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-nCTaXcemW5qZ2GcoYL4Y9e?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6693609,"Cypripedium kentuckiense","United States",Arkansas,Garland,STAR,,STAR028664,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b525e,57e3da9b00cf79a10d8b525e.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-FeDxLydUurG5LTqjf5YaDY?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6728341,"Amaranthus caudatus","United States",Arkansas,Pulaski,UARK,,UARK000840,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5260,57e3da9b00cf79a10d8b5260.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-YnC3x8sgVy6o8rgQcSe7Fg?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6728418,"Amaranthus hybridus","United States",Arkansas,Perry,UARK,,UARK000858,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5262,57e3da9b00cf79a10d8b5262.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-3Y5Rb7TviVGQmeQ5ip4TNZ?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6728425,"Amaranthus hybridus","United States",Arkansas,Polk,UARK,,UARK000859,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5264,57e3da9b00cf79a10d8b5264.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-GwSWBgD7CSwe8Fs9Ut8fMY?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6728431,"Amaranthus hybridus","United States",Arkansas,Pulaski,UARK,,UARK000860,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5266,57e3da9b00cf79a10d8b5266.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-FhFSrobgKMhvU3e7dDTFY4?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6728543,"Amaranthus palmeri","United States",Arkansas,Scott,UARK,,UARK000917,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b5268,57e3da9b00cf79a10d8b5268.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-UQ7p46oPWhseR7Mv5Qvh3S?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6732010,"Alternanthera philoxeroides","United States",Arkansas,Clark,UARK,,UARK000870,47,"Herbaceous Plants of the Ouachita Mountains"
57e3da9b00cf79a10d8b526a,57e3da9b00cf79a10d8b526a.jpg,http://bisque.iplantcollaborative.org/image_service/image/00-nde94cigguPT7bWx3rbWm?resize=4000&format=jpeg,http://www.sernecportal.org/portal/collections/individual/index.php?occid=6732012,"Alternanthera philoxeroides","United States",Arkansas,Faulkner,UARK,,UARK000872,47,"Herbaceous Plants of the Ouachita Mountains"
